total_memory(B),available_memory(B),used_memory(B),free_memory(B),percent_used(%),active_memory(B),inactive_memory(B),buffers(B),cached(B),shared_memory(B),slab(B)
7910813696,6858981376,770011136,6701371392,13.3,113627136,630304768,18374656,421056512,3678208,187961344
7910813696,6858981376,770002944,6701371392,13.3,113627136,630304768,18374656,421064704,3678208,187715584
7910813696,6858981376,770002944,6701371392,13.3,113627136,630304768,18374656,421064704,3678208,187715584
7910813696,6858981376,770002944,6701371392,13.3,113627136,630304768,18374656,421064704,3678208,187740160
7910813696,6858981376,770002944,6701371392,13.3,113627136,630304768,18374656,421064704,3678208,187453440
7910813696,6856945664,772038656,6699335680,13.3,113627136,630292480,18374656,421064704,3678208,187453440
7910813696,6856945664,772038656,6699335680,13.3,113627136,630292480,18374656,421064704,3678208,187453440
7910813696,6856962048,772038656,6699335680,13.3,113643520,630292480,18374656,421064704,3678208,187592704
7910813696,6856962048,772038656,6699335680,13.3,113643520,630292480,18374656,421064704,3678208,187592704
7910813696,6856962048,772038656,6699335680,13.3,113643520,630292480,18374656,421064704,3678208,187592704
7910813696,6858317824,770682880,6700691456,13.3,113643520,630292480,18382848,421056512,3678208,188100608
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187478016
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187478016
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187731968
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187985920
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187674624
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187674624
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187461632
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187461632
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18382848,421064704,3678208,187715584
7910813696,6858317824,770674688,6700691456,13.3,113643520,630292480,18391040,421056512,3678208,187715584
7910813696,6858317824,770662400,6700691456,13.3,113643520,630292480,18391040,421068800,3678208,187887616
7910813696,6858317824,770662400,6700691456,13.3,113643520,630292480,18391040,421068800,3678208,187633664
7910813696,6857822208,771178496,6700175360,13.3,113659904,630296576,18391040,421068800,3678208,187334656
7910813696,6857822208,771178496,6700175360,13.3,113659904,630296576,18391040,421068800,3678208,187334656
7910813696,6854955008,774045696,6697308160,13.3,113659904,630747136,18391040,421068800,3678208,187703296
7910813696,6854955008,774045696,6697308160,13.3,113659904,630747136,18391040,421068800,3678208,187703296
7910813696,6854955008,774045696,6697308160,13.3,113659904,630714368,18391040,421068800,3678208,187662336
7910813696,6854955008,774045696,6697308160,13.3,113659904,630714368,18391040,421068800,3678208,188170240
7910813696,6857068544,771932160,6699421696,13.3,113659904,630714368,18391040,421068800,3678208,187416576
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187416576
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187744256
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187998208
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187744256
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187744256
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187478016
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187478016
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187731968
7910813696,6857068544,771923968,6699421696,13.3,113659904,630714368,18399232,421068800,3678208,187731968
7910813696,6858366976,770633728,6700711936,13.3,113668096,630710272,18399232,421068800,3678208,187723776
7910813696,6858366976,770625536,6700711936,13.3,113668096,630710272,18407424,421068800,3678208,187977728
7910813696,6858366976,770625536,6700711936,13.3,113668096,630710272,18407424,421068800,3678208,187527168
7910813696,6858366976,770625536,6700711936,13.3,113668096,630710272,18407424,421068800,3678208,187527168
7910813696,6858366976,770625536,6700711936,13.3,113668096,630710272,18407424,421068800,3678208,187781120
7910813696,6858366976,770625536,6700711936,13.3,113668096,630710272,18407424,421068800,3678208,187781120
7910813696,6857850880,771149824,6700187648,13.3,113676288,630714368,18407424,421068800,3678208,187482112
7910813696,6857850880,771149824,6700187648,13.3,113676288,630714368,18407424,421068800,3678208,187482112
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18407424,421068800,3678208,187641856
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18407424,421068800,3678208,187641856
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18407424,421068800,3678208,187543552
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18415616,421060608,3678208,187543552
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18415616,421060608,3678208,187797504
7910813696,6855786496,773214208,6698123264,13.3,113676288,630714368,18415616,421060608,3678208,187797504
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,188149760
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187641856
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187543552
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187543552
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187715584
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187715584
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18415616,421068800,3678208,187805696
7910813696,6855794688,773206016,6698123264,13.3,113684480,630714368,18423808,421060608,3678208,187805696
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187551744
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187551744
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187805696
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187805696
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187797504
7910813696,6855794688,773193728,6698123264,13.3,113684480,630714368,18423808,421072896,3678208,187797504
7910813696,6855831552,773160960,6698156032,13.3,113684480,630718464,18423808,421072896,3678208,187543552
7910813696,6855831552,773160960,6698156032,13.3,113684480,630718464,18423808,421072896,3678208,187543552
7910813696,6855839744,773160960,6698156032,13.3,113692672,630718464,18423808,421072896,3678208,187904000
7910813696,6855839744,773152768,6698156032,13.3,113692672,630718464,18432000,421072896,3678208,187650048
7910813696,6855839744,773152768,6698156032,13.3,113692672,630718464,18432000,421072896,3678208,187838464
7910813696,6855839744,773152768,6698156032,13.3,113692672,630718464,18432000,421072896,3678208,187838464
7910813696,6855839744,773152768,6698156032,13.3,113692672,630718464,18432000,421072896,3678208,187551744
7910813696,6855839744,773152768,6698156032,13.3,113692672,630718464,18432000,421072896,3678208,187551744
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18432000,421072896,3678208,187617280
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18432000,421072896,3678208,187617280
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18432000,421072896,3678208,187822080
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18432000,421072896,3678208,187822080
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18432000,421072896,3678208,187543552
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18440192,421064704,3678208,187543552
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18440192,421064704,3678208,187797504
7910813696,6855585792,773406720,6697902080,13.3,113692672,630718464,18440192,421064704,3678208,187797504
7910813696,6855585792,773394432,6697902080,13.3,113692672,630718464,18440192,421076992,3678208,187764736
7910813696,6855585792,773394432,6697902080,13.3,113692672,630718464,18440192,421076992,3678208,187764736
7910813696,6855585792,773394432,6697902080,13.3,113692672,630718464,18440192,421076992,3678208,187535360
7910813696,6855585792,773394432,6697902080,13.3,113692672,630718464,18440192,421076992,3678208,187535360
7910813696,6853509120,775475200,6695821312,13.4,113692672,630738944,18440192,421076992,3678208,187838464
7910813696,6853509120,775475200,6695821312,13.4,113692672,630738944,18440192,421076992,3678208,187838464
7910813696,6853509120,775475200,6695821312,13.4,113692672,630738944,18440192,421076992,3678208,187797504
7910813696,6853509120,775475200,6695821312,13.4,113692672,630738944,18448384,421068800,3678208,187797504
7910813696,6853525504,775467008,6695821312,13.4,113709056,630738944,18448384,421076992,3678208,187535360
7910813696,6853525504,775467008,6695821312,13.4,113709056,630738944,18448384,421076992,3678208,187535360
7910813696,6853525504,775467008,6695821312,13.4,113709056,630738944,18448384,421076992,3678208,187789312
7910813696,6853525504,775467008,6695821312,13.4,113709056,630738944,18448384,421076992,3678208,188043264
7910813696,6853525504,775467008,6695821312,13.4,113709056,630718464,18448384,421076992,3678208,187723776
7910813696,6853525504,775467008,6695821312,13.4,113709056,630718464,18448384,421076992,3678208,187723776
7910813696,6853525504,775467008,6695821312,13.4,113709056,630718464,18448384,421076992,3678208,187535360
7910813696,6853525504,775467008,6695821312,13.4,113709056,630718464,18448384,421076992,3678208,187535360
7910813696,6853525504,775462912,6695821312,13.4,113709056,630718464,18448384,421081088,3678208,187789312
7910813696,6853525504,775462912,6695821312,13.4,113709056,630718464,18456576,421072896,3678208,187789312
7910813696,6853525504,775462912,6695821312,13.4,113709056,630718464,18456576,421072896,3678208,187789312
7910813696,6853525504,775462912,6695821312,13.4,113709056,630718464,18456576,421072896,3678208,187789312
7910813696,6853525504,775450624,6695821312,13.4,113709056,630722560,18456576,421085184,3678208,187539456
7910813696,6853525504,775450624,6695821312,13.4,113709056,630722560,18456576,421085184,3678208,187539456
7910813696,6853525504,775450624,6695821312,13.4,113709056,630722560,18456576,421085184,3678208,187793408
7910813696,6853525504,775450624,6695821312,13.4,113709056,630722560,18456576,421085184,3678208,187793408
7910813696,6855639040,773337088,6697934848,13.3,113709056,630722560,18456576,421085184,3678208,187899904
7910813696,6855639040,773337088,6697934848,13.3,113709056,630722560,18456576,421085184,3678208,187645952
7910813696,6855639040,773337088,6697934848,13.3,113709056,630722560,18456576,421085184,3678208,187531264
7910813696,6855639040,773337088,6697934848,13.3,113709056,630722560,18464768,421076992,3678208,187531264
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187785216
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187785216
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187613184
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187867136
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187539456
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187539456
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187793408
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187793408
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18464768,421085184,3678208,187678720
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18472960,421076992,3678208,187678720
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18472960,421076992,3678208,187531264
7910813696,6855659520,773328896,6697934848,13.3,113725440,630726656,18472960,421076992,3678208,187531264
7910813696,6855675904,773320704,6697934848,13.3,113741824,630726656,18472960,421085184,3678208,187785216
7910813696,6855675904,773320704,6697934848,13.3,113741824,630726656,18472960,421085184,3678208,187785216
7910813696,6855675904,773320704,6697934848,13.3,113741824,630726656,18472960,421085184,3678208,187785216
7910813696,6855675904,773320704,6697934848,13.3,113741824,630726656,18472960,421085184,3678208,187785216
7910813696,6853599232,775397376,6695858176,13.4,113741824,630726656,18472960,421085184,3678208,187703296
7910813696,6853599232,775397376,6695858176,13.4,113741824,630726656,18472960,421085184,3678208,187703296
7910813696,6853599232,775397376,6695858176,13.4,113741824,630726656,18472960,421085184,3678208,187564032
7910813696,6853599232,775397376,6695858176,13.4,113741824,630726656,18481152,421076992,3678208,187564032
7910813696,6853599232,775389184,6695858176,13.4,113741824,630726656,18481152,421085184,3678208,187744256
7910813696,6853599232,775389184,6695858176,13.4,113741824,630726656,18481152,421085184,3678208,187744256
7910813696,6853599232,775389184,6695858176,13.4,113741824,630726656,18481152,421085184,3678208,187785216
7910813696,6853599232,775389184,6695858176,13.4,113741824,630726656,18481152,421085184,3678208,187785216
7910813696,6853599232,775385088,6695858176,13.4,113741824,630726656,18481152,421089280,3678208,187539456
7910813696,6853599232,775385088,6695858176,13.4,113741824,630726656,18481152,421089280,3678208,187539456
7910813696,6853767168,775196672,6696046592,13.4,113750016,630697984,18481152,421089280,3678208,187596800
7910813696,6853767168,775196672,6696046592,13.4,113750016,630697984,18481152,421089280,3678208,187596800
7910813696,6853767168,775196672,6696046592,13.4,113750016,630697984,18481152,421089280,3678208,187596800
7910813696,6853767168,775188480,6696046592,13.4,113750016,630697984,18489344,421089280,3678208,187596800
7910813696,6853767168,775188480,6696046592,13.4,113750016,630697984,18489344,421089280,3678208,187523072
7910813696,6853767168,775188480,6696046592,13.4,113750016,630697984,18489344,421089280,3678208,187523072
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187768832
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187768832
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187801600
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187801600
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187531264
7910813696,6853767168,775188480,6696046592,13.4,113750016,630693888,18489344,421089280,3678208,187531264
7910813696,6855884800,773070848,6698164224,13.3,113750016,630697984,18489344,421089280,3678208,187785216
7910813696,6855884800,773070848,6698164224,13.3,113750016,630697984,18497536,421081088,3678208,187785216
7910813696,6855925760,773062656,6698164224,13.3,113758208,630734848,18497536,421089280,3678208,187785216
7910813696,6855925760,773062656,6698164224,13.3,113758208,630734848,18497536,421089280,3678208,187785216
7910813696,6858039296,770949120,6700277760,13.3,113758208,630734848,18497536,421089280,3678208,187523072
7910813696,6858039296,770949120,6700277760,13.3,113758208,630734848,18497536,421089280,3678208,187523072
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18497536,421089280,3678208,187637760
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18497536,421089280,3678208,187637760
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18497536,421089280,3678208,187777024
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18497536,421089280,3678208,187777024
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18497536,421089280,3678208,187523072
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18501632,421085184,3678208,187523072
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18505728,421081088,3678208,187777024
7910813696,6858039296,770949120,6700277760,13.3,113758208,630730752,18505728,421081088,3678208,187777024
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187629568
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187629568
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187629568
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187629568
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187596800
7910813696,6858039296,770940928,6700277760,13.3,113758208,630730752,18505728,421089280,3678208,187596800
7910813696,6855962624,773017600,6698201088,13.3,113758208,630730752,18505728,421089280,3678208,187695104
7910813696,6855962624,773017600,6698201088,13.3,113758208,630730752,18509824,421085184,3678208,187695104
7910813696,6855979008,773009408,6698201088,13.3,113774592,630734848,18513920,421089280,3678208,187531264
7910813696,6855979008,773009408,6698201088,13.3,113774592,630734848,18513920,421089280,3678208,187531264
7910813696,6855979008,773009408,6698201088,13.3,113774592,630734848,18513920,421089280,3678208,188039168
7910813696,6855979008,773009408,6698201088,13.3,113774592,630734848,18513920,421089280,3678208,188039168
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18513920,421093376,3678208,187777024
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18513920,421093376,3678208,187777024
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18513920,421093376,3678208,187523072
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18513920,421093376,3678208,187523072
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18513920,421093376,3678208,187777024
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18518016,421089280,3678208,187777024
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18522112,421085184,3678208,187777024
7910813696,6855979008,773005312,6698201088,13.3,113774592,630734848,18522112,421085184,3678208,187777024
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187523072
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187523072
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187777024
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187777024
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187744256
7910813696,6855979008,772997120,6698201088,13.3,113774592,630734848,18522112,421093376,3678208,187744256
7910813696,6858096640,770879488,6700318720,13.3,113774592,630734848,18522112,421093376,3678208,187531264
7910813696,6858096640,770879488,6700318720,13.3,113774592,630734848,18530304,421085184,3678208,187531264
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187555840
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187555840
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187891712
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187891712
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187523072
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187523072
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187777024
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187777024
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18530304,421093376,3678208,187768832
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18534400,421089280,3678208,187768832
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18538496,421085184,3678208,187531264
7910813696,6858117120,770871296,6700318720,13.3,113790976,630738944,18538496,421085184,3678208,187531264
7910813696,6858117120,770863104,6700318720,13.3,113790976,630738944,18538496,421093376,3678208,187785216
7910813696,6858117120,770863104,6700318720,13.3,113790976,630738944,18538496,421093376,3678208,187785216
7910813696,6858133504,770863104,6700318720,13.3,113807360,630317056,18538496,421093376,3678208,187785216
7910813696,6858133504,770863104,6700318720,13.3,113807360,630317056,18538496,421093376,3678208,187785216
7910813696,6858133504,770859008,6700318720,13.3,113807360,630317056,18538496,421097472,3678208,187523072
7910813696,6858133504,770859008,6700318720,13.3,113807360,630317056,18538496,421097472,3678208,187523072
7910813696,6856056832,772935680,6698242048,13.3,113807360,630317056,18538496,421097472,3678208,187777024
7910813696,6856056832,772935680,6698242048,13.3,113807360,630317056,18546688,421089280,3678208,187777024
7910813696,6856060928,772927488,6698242048,13.3,113807360,630321152,18546688,421097472,3678208,187703296
7910813696,6856060928,772927488,6698242048,13.3,113807360,630321152,18546688,421097472,3678208,187703296
7910813696,6856060928,772923392,6698242048,13.3,113807360,630321152,18546688,421101568,3678208,187523072
7910813696,6856060928,772923392,6698242048,13.3,113807360,630321152,18546688,421101568,3678208,187523072
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18546688,421101568,3678208,187785216
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18546688,421101568,3678208,187785216
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18546688,421101568,3678208,187531264
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18546688,421101568,3678208,187531264
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18546688,421101568,3678208,187531264
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18550784,421097472,3678208,187531264
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18554880,421093376,3678208,187785216
7910813696,6856060928,772923392,6698242048,13.3,113807360,630317056,18554880,421093376,3678208,187785216
7910813696,6856060928,772915200,6698242048,13.3,113807360,630317056,18554880,421101568,3678208,187654144
7910813696,6856060928,772915200,6698242048,13.3,113807360,630317056,18554880,421101568,3678208,187654144
7910813696,6856060928,772915200,6698242048,13.3,113807360,630317056,18554880,421101568,3678208,187523072
7910813696,6856060928,772915200,6698242048,13.3,113807360,630317056,18554880,421101568,3678208,187523072
7910813696,6856060928,772915200,6698242048,13.3,113807360,630296576,18554880,421101568,3678208,187777024
7910813696,6856060928,772915200,6698242048,13.3,113807360,630296576,18554880,421101568,3678208,187777024
7910813696,6858178560,770797568,6700359680,13.3,113807360,630296576,18554880,421101568,3678208,187777024
7910813696,6858178560,770797568,6700359680,13.3,113807360,630296576,18558976,421097472,3678208,187777024
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187531264
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187531264
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187678720
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187678720
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187678720
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187678720
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187523072
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187523072
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18563072,421101568,3678208,187777024
7910813696,6858199040,770789376,6700359680,13.3,113823744,630300672,18571264,421093376,3678208,187777024
7910813696,6858199040,770781184,6700359680,13.3,113823744,630300672,18571264,421101568,3678208,187719680
7910813696,6858199040,770781184,6700359680,13.3,113823744,630300672,18571264,421101568,3678208,187719680
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187531264
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187531264
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187531264
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187531264
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187785216
7910813696,6858215424,770781184,6700359680,13.3,113840128,630304768,18571264,421101568,3678208,187785216
7910813696,6858215424,770781184,6700359680,13.3,113840128,630300672,18571264,421101568,3678208,187531264
7910813696,6858215424,770781184,6700359680,13.3,113840128,630300672,18575360,421097472,3678208,187531264
7910813696,6856134656,772861952,6698278912,13.3,113840128,630304768,18579456,421093376,3678208,187531264
7910813696,6856134656,772861952,6698278912,13.3,113840128,630304768,18579456,421093376,3678208,187531264
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187695104
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187695104
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187572224
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187572224
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187514880
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187514880
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18579456,421105664,3678208,187768832
7910813696,6856146944,772849664,6698278912,13.3,113848320,630308864,18587648,421097472,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187514880
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187514880
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187768832
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18587648,421105664,3678208,187514880
7910813696,6856146944,772841472,6698278912,13.3,113848320,630308864,18595840,421097472,3678208,187514880
7910813696,6858260480,770727936,6700392448,13.3,113848320,630308864,18595840,421097472,3678208,187768832
7910813696,6858260480,770727936,6700392448,13.3,113848320,630308864,18595840,421097472,3678208,187768832
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187801600
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187801600
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187514880
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187514880
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187785216
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187785216
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18595840,421105664,3678208,187785216
7910813696,6858276864,770719744,6700392448,13.3,113864704,630362112,18604032,421097472,3678208,187785216
7910813696,6857768960,771219456,6699884544,13.3,113864704,630362112,18604032,421105664,3678208,187531264
7910813696,6857768960,771219456,6699884544,13.3,113864704,630362112,18604032,421105664,3678208,187531264
7910813696,6857768960,771219456,6699884544,13.3,113864704,630341632,18604032,421105664,3678208,187588608
7910813696,6857768960,771219456,6699884544,13.3,113864704,630341632,18604032,421105664,3678208,187588608
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18604032,421105664,3678208,187744256
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18604032,421105664,3678208,187744256
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18604032,421105664,3678208,187498496
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18604032,421105664,3678208,187498496
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18604032,421105664,3678208,187752448
7910813696,6857768960,771219456,6699884544,13.3,113864704,630337536,18608128,421101568,3678208,187752448
7910813696,6855688192,773300224,6697803776,13.3,113864704,630341632,18612224,421097472,3678208,187752448
7910813696,6855688192,773300224,6697803776,13.3,113864704,630341632,18612224,421097472,3678208,187752448
7910813696,6855708672,773287936,6697803776,13.3,113881088,630345728,18612224,421109760,3678208,187506688
7910813696,6855708672,773287936,6697803776,13.3,113881088,630345728,18612224,421109760,3678208,187506688
7910813696,6855708672,773287936,6697803776,13.3,113881088,630345728,18612224,421109760,3678208,187744256
